maker-ptg000004l-augustus-gene-23.19	147
maker-ptg000004l-augustus-gene-23.28	247
maker-ptg000004l-augustus-gene-3.21	20
maker-ptg000004l-augustus-gene-4.18	3
maker-ptg000004l-augustus-gene-6.1	0
maker-ptg000004l-augustus-gene-7.36	1028
maker-ptg000004l-est_gff_est2genome-gene-11.4	6
maker-ptg000004l-est_gff_est2genome-gene-11.6	1
maker-ptg000004l-est_gff_est2genome-gene-21.3	1
maker-ptg000004l-est_gff_est2genome-gene-3.3	692
maker-ptg000004l-est_gff_est2genome-gene-5.11	0
maker-ptg000004l-est_gff_est2genome-gene-5.12	4
maker-ptg000004l-est_gff_est2genome-gene-9.12	0
maker-ptg000004l-snap-gene-10.3	0
maker-ptg000004l-snap-gene-10.4	0
maker-ptg000004l-snap-gene-11.7	0
maker-ptg000004l-snap-gene-11.8	0
maker-ptg000004l-snap-gene-11.9	30
maker-ptg000004l-snap-gene-12.7	0
maker-ptg000004l-snap-gene-12.8	28
maker-ptg000004l-snap-gene-13.107	37
maker-ptg000004l-snap-gene-13.67	291
maker-ptg000004l-snap-gene-13.75	323
maker-ptg000004l-snap-gene-14.39	0
maker-ptg000004l-snap-gene-14.40	0
maker-ptg000004l-snap-gene-14.43	211
maker-ptg000004l-snap-gene-14.44	109
maker-ptg000004l-snap-gene-14.50	0
maker-ptg000004l-snap-gene-14.53	0
maker-ptg000004l-snap-gene-17.0	0
maker-ptg000004l-snap-gene-17.1	0
maker-ptg000004l-snap-gene-20.0	26
maker-ptg000004l-snap-gene-23.37	2553
maker-ptg000004l-snap-gene-23.44	115
maker-ptg000004l-snap-gene-23.50	424
maker-ptg000004l-snap-gene-23.59	52
maker-ptg000004l-snap-gene-23.74	4278
maker-ptg000004l-snap-gene-23.84	264
maker-ptg000004l-snap-gene-3.24	795
maker-ptg000004l-snap-gene-4.11	1129
maker-ptg000004l-snap-gene-4.6	494
maker-ptg000004l-snap-gene-4.8	298
maker-ptg000004l-snap-gene-5.13	194
maker-ptg000004l-snap-gene-5.33	83
maker-ptg000004l-snap-gene-7.47	205
maker-ptg000004l-snap-gene-7.52	102
maker-ptg000004l-snap-gene-9.0	276
maker-ptg000004l-snap-gene-9.1	125
maker-ptg000004l-snap-gene-9.3	7
maker-ptg000006l-augustus-gene-2.0	12
maker-ptg000006l-augustus-gene-2.6	2675
maker-ptg000006l-augustus-gene-3.66	85
maker-ptg000006l-augustus-gene-3.80	0
maker-ptg000006l-augustus-gene-6.11	16
maker-ptg000006l-augustus-gene-6.9	4434
maker-ptg000006l-augustus-gene-8.15	64
maker-ptg000006l-augustus-gene-8.20	15
maker-ptg000006l-augustus-gene-8.7	1211
maker-ptg000006l-augustus-gene-8.8	7
maker-ptg000006l-est_gff_est2genome-gene-3.25	0
maker-ptg000006l-est_gff_est2genome-gene-3.43	0
maker-ptg000006l-snap-gene-0.7	0
maker-ptg000006l-snap-gene-1.7	0
maker-ptg000006l-snap-gene-2.15	0
maker-ptg000006l-snap-gene-2.18	0
maker-ptg000006l-snap-gene-2.35	329
maker-ptg000006l-snap-gene-3.10	1
maker-ptg000006l-snap-gene-3.17	6
maker-ptg000006l-snap-gene-3.21	0
maker-ptg000006l-snap-gene-3.23	0
maker-ptg000006l-snap-gene-3.7	14
maker-ptg000006l-snap-gene-5.11	1910
maker-ptg000006l-snap-gene-5.27	71
maker-ptg000006l-snap-gene-6.20	2736
maker-ptg000006l-snap-gene-6.31	1
maker-ptg000006l-snap-gene-6.33	0
maker-ptg000006l-snap-gene-7.17	487
maker-ptg000006l-snap-gene-8.64	49
maker-ptg000006l-snap-gene-8.76	1
maker-ptg000006l-snap-gene-8.77	10140
maker-ptg000006l-snap-gene-8.81	1139
maker-ptg000006l-snap-gene-8.85	2
maker-ptg000007l-augustus-gene-1.40	1
maker-ptg000007l-augustus-gene-2.189	1
maker-ptg000007l-augustus-gene-2.215	28
maker-ptg000007l-augustus-gene-2.228	927
maker-ptg000007l-augustus-gene-2.231	1248
maker-ptg000007l-augustus-gene-2.245	2
maker-ptg000007l-snap-gene-0.24	91
maker-ptg000007l-snap-gene-0.27	510
maker-ptg000007l-snap-gene-1.44	348
maker-ptg000007l-snap-gene-1.49	7
maker-ptg000007l-snap-gene-1.52	18
maker-ptg000007l-snap-gene-1.57	250
maker-ptg000007l-snap-gene-1.67	1782
maker-ptg000007l-snap-gene-2.124	582
maker-ptg000007l-snap-gene-2.129	193
maker-ptg000007l-snap-gene-2.141	1
maker-ptg000007l-snap-gene-2.142	0
maker-ptg000007l-snap-gene-2.143	0
maker-ptg000007l-snap-gene-2.157	31
maker-ptg000007l-snap-gene-2.178	2
maker-ptg000007l-snap-gene-2.182	1
maker-ptg000007l-snap-gene-2.35	0
maker-ptg000007l-snap-gene-2.41	1195
maker-ptg000007l-snap-gene-2.61	81
maker-ptg000007l-snap-gene-2.65	3420
maker-ptg000007l-snap-gene-2.92	71
maker-ptg000007l-snap-gene-2.93	751
maker-ptg000008l-augustus-gene-0.0	818
maker-ptg000008l-augustus-gene-1.16	473
maker-ptg000008l-augustus-gene-10.5	49
maker-ptg000008l-augustus-gene-2.1	338
maker-ptg000008l-augustus-gene-5.118	414
maker-ptg000008l-augustus-gene-5.96	47
maker-ptg000008l-augustus-gene-7.0	162
maker-ptg000008l-est_gff_est2genome-gene-10.12	0
maker-ptg000008l-est_gff_est2genome-gene-10.15	171
maker-ptg000008l-est_gff_est2genome-gene-2.30	4
maker-ptg000008l-snap-gene-1.46	515
maker-ptg000008l-snap-gene-1.50	525
maker-ptg000008l-snap-gene-1.55	498
maker-ptg000008l-snap-gene-1.71	25
maker-ptg000008l-snap-gene-10.36	0
maker-ptg000008l-snap-gene-10.38	45
maker-ptg000008l-snap-gene-10.42	9583
maker-ptg000008l-snap-gene-10.43	31280
maker-ptg000008l-snap-gene-2.49	948
maker-ptg000008l-snap-gene-2.50	97
maker-ptg000008l-snap-gene-2.60	5
maker-ptg000008l-snap-gene-2.62	562
maker-ptg000008l-snap-gene-5.54	1575
maker-ptg000008l-snap-gene-5.55	18
maker-ptg000008l-snap-gene-5.65	5
maker-ptg000009l-augustus-gene-0.0	919
maker-ptg000009l-augustus-gene-0.7	13
maker-ptg000009l-augustus-gene-3.48	371
maker-ptg000009l-augustus-gene-3.49	0
maker-ptg000009l-augustus-gene-3.59	10
maker-ptg000009l-augustus-gene-6.4	3172
maker-ptg000009l-augustus-gene-8.16	23
maker-ptg000009l-augustus-gene-8.17	3
maker-ptg000009l-augustus-gene-8.3	1559
maker-ptg000009l-snap-gene-0.32	1
maker-ptg000009l-snap-gene-1.6	90
maker-ptg000009l-snap-gene-2.18	121
maker-ptg000009l-snap-gene-2.19	1730
maker-ptg000009l-snap-gene-2.29	7
maker-ptg000009l-snap-gene-2.31	0
maker-ptg000009l-snap-gene-3.33	100
maker-ptg000009l-snap-gene-3.35	11
maker-ptg000009l-snap-gene-3.36	70
maker-ptg000009l-snap-gene-3.37	0
maker-ptg000009l-snap-gene-3.41	9
maker-ptg000009l-snap-gene-6.26	464
maker-ptg000009l-snap-gene-6.34	783
maker-ptg000009l-snap-gene-7.12	30
maker-ptg000009l-snap-gene-8.101	508
maker-ptg000009l-snap-gene-8.112	3184
maker-ptg000009l-snap-gene-8.116	20673
maker-ptg000009l-snap-gene-8.117	1110
maker-ptg000009l-snap-gene-8.124	117283
maker-ptg000009l-snap-gene-8.97	393
maker-ptg000010l-augustus-gene-3.114	328
maker-ptg000010l-augustus-gene-3.124	1981
maker-ptg000010l-augustus-gene-3.132	1
maker-ptg000010l-augustus-gene-3.140	1175
maker-ptg000010l-est_gff_est2genome-gene-1.0	0
maker-ptg000010l-est_gff_est2genome-gene-3.0	20
maker-ptg000010l-snap-gene-1.18	23829
maker-ptg000010l-snap-gene-2.3	2
maker-ptg000010l-snap-gene-3.101	3338
maker-ptg000010l-snap-gene-3.34	30
maker-ptg000010l-snap-gene-3.39	1
maker-ptg000010l-snap-gene-3.49	2355
maker-ptg000010l-snap-gene-3.56	304
maker-ptg000010l-snap-gene-3.61	14
maker-ptg000010l-snap-gene-3.64	1919
maker-ptg000010l-snap-gene-3.74	763
maker-ptg000010l-snap-gene-3.75	3748
maker-ptg000010l-snap-gene-3.76	197
maker-ptg000010l-snap-gene-3.91	28
maker-ptg000011l-augustus-gene-0.9	0
maker-ptg000011l-augustus-gene-1.1	5
maker-ptg000011l-augustus-gene-1.6	7
maker-ptg000011l-augustus-gene-3.5	0
maker-ptg000011l-augustus-gene-4.28	3
maker-ptg000011l-augustus-gene-4.45	0
maker-ptg000011l-augustus-gene-4.48	0
maker-ptg000011l-augustus-gene-5.7	11
maker-ptg000011l-augustus-gene-6.18	0
maker-ptg000011l-augustus-gene-7.26	174
maker-ptg000011l-augustus-gene-8.34	2108
maker-ptg000011l-augustus-gene-8.46	313
maker-ptg000011l-est_gff_est2genome-gene-2.2	0
maker-ptg000011l-est_gff_est2genome-gene-4.71	0
maker-ptg000011l-est_gff_est2genome-gene-4.91	0
maker-ptg000011l-est_gff_est2genome-gene-8.0	0
maker-ptg000011l-snap-gene-2.5	0
maker-ptg000011l-snap-gene-2.6	0
maker-ptg000011l-snap-gene-2.9	0
maker-ptg000011l-snap-gene-4.101	0
maker-ptg000011l-snap-gene-4.107	5
maker-ptg000011l-snap-gene-4.117	1
maker-ptg000011l-snap-gene-4.118	0
maker-ptg000011l-snap-gene-4.121	0
maker-ptg000011l-snap-gene-4.131	5
maker-ptg000011l-snap-gene-4.145	511
maker-ptg000011l-snap-gene-4.147	1114
maker-ptg000011l-snap-gene-4.99	364
maker-ptg000011l-snap-gene-6.10	0
maker-ptg000011l-snap-gene-6.11	0
maker-ptg000011l-snap-gene-6.12	0
maker-ptg000011l-snap-gene-6.13	0
maker-ptg000011l-snap-gene-6.8	0
maker-ptg000011l-snap-gene-7.10	4
maker-ptg000011l-snap-gene-7.5	0
maker-ptg000011l-snap-gene-8.15	2877
maker-ptg000011l-snap-gene-8.16	1023
maker-ptg000011l-snap-gene-8.17	918
maker-ptg000011l-snap-gene-8.25	6
maker-ptg000011l-snap-gene-8.26	183
maker-ptg000011l-snap-gene-8.28	218
maker-ptg000011l-snap-gene-8.4	0
maker-ptg000011l-snap-gene-8.5	0
maker-ptg000011l-snap-gene-8.9	0
maker-ptg000012l-augustus-gene-0.0	185
maker-ptg000012l-augustus-gene-1.17	1
maker-ptg000012l-augustus-gene-2.16	44
maker-ptg000012l-augustus-gene-2.18	220
maker-ptg000012l-augustus-gene-3.18	507
maker-ptg000012l-augustus-gene-3.6	0
maker-ptg000012l-augustus-gene-4.0	6309
maker-ptg000012l-augustus-gene-5.167	2
maker-ptg000012l-augustus-gene-5.180	0
maker-ptg000012l-augustus-gene-5.186	6
maker-ptg000012l-augustus-gene-5.189	0
maker-ptg000012l-augustus-gene-5.193	0
maker-ptg000012l-augustus-gene-5.204	0
maker-ptg000012l-est_gff_est2genome-gene-1.13	11
maker-ptg000012l-est_gff_est2genome-gene-5.213	0
maker-ptg000012l-est_gff_est2genome-gene-5.222	0
maker-ptg000012l-snap-gene-0.23	354
maker-ptg000012l-snap-gene-1.9	12
maker-ptg000012l-snap-gene-2.51	256
maker-ptg000012l-snap-gene-3.45	597
maker-ptg000012l-snap-gene-3.46	0
maker-ptg000012l-snap-gene-3.55	0
maker-ptg000012l-snap-gene-3.56	0
maker-ptg000012l-snap-gene-3.59	3014
maker-ptg000012l-snap-gene-3.60	324
maker-ptg000012l-snap-gene-3.78	3
maker-ptg000012l-snap-gene-3.85	3020
maker-ptg000012l-snap-gene-3.87	1786
maker-ptg000012l-snap-gene-3.89	1552
maker-ptg000012l-snap-gene-5.10	0
maker-ptg000012l-snap-gene-5.12	8
maker-ptg000012l-snap-gene-5.2	3447
maker-ptg000012l-snap-gene-5.36	133
maker-ptg000012l-snap-gene-5.37	463
maker-ptg000012l-snap-gene-5.46	3
maker-ptg000012l-snap-gene-5.53	0
maker-ptg000012l-snap-gene-5.54	0
maker-ptg000012l-snap-gene-5.59	3
maker-ptg000012l-snap-gene-5.61	0
maker-ptg000012l-snap-gene-5.64	1439
maker-ptg000012l-snap-gene-5.66	1216
maker-ptg000012l-snap-gene-5.8	423
maker-ptg000013l-augustus-gene-0.4	67
maker-ptg000013l-augustus-gene-0.9	0
maker-ptg000013l-augustus-gene-1.11	7325
maker-ptg000013l-augustus-gene-1.30	5
maker-ptg000013l-augustus-gene-1.33	14
maker-ptg000013l-augustus-gene-2.63	892
maker-ptg000013l-augustus-gene-3.35	0
maker-ptg000013l-augustus-gene-4.47	202
maker-ptg000013l-augustus-gene-4.65	304
maker-ptg000013l-augustus-gene-4.73	104
maker-ptg000013l-augustus-gene-4.93	0
maker-ptg000013l-augustus-gene-4.95	2
maker-ptg000013l-est_gff_est2genome-gene-1.49	32
maker-ptg000013l-est_gff_est2genome-gene-3.4	0
maker-ptg000013l-est_gff_est2genome-gene-4.115	0
maker-ptg000013l-snap-gene-0.32	0
maker-ptg000013l-snap-gene-0.33	0
maker-ptg000013l-snap-gene-2.16	6163
maker-ptg000013l-snap-gene-2.20	4
maker-ptg000013l-snap-gene-2.21	34
maker-ptg000013l-snap-gene-2.22	0
maker-ptg000013l-snap-gene-2.24	1
maker-ptg000013l-snap-gene-3.16	143
maker-ptg000013l-snap-gene-3.9	0
maker-ptg000013l-snap-gene-4.131	18911
maker-ptg000013l-snap-gene-4.134	7608
maker-ptg000013l-snap-gene-4.135	3
maker-ptg000013l-snap-gene-4.138	40
maker-ptg000013l-snap-gene-4.143	10748
maker-ptg000013l-snap-gene-4.155	368
maker-ptg000013l-snap-gene-4.185	19
maker-ptg000013l-snap-gene-4.188	42
maker-ptg000013l-snap-gene-4.194	34
maker-ptg000013l-snap-gene-4.198	2
maker-ptg000013l-snap-gene-4.200	26
maker-ptg000013l-snap-gene-4.207	1478
maker-ptg000014l-augustus-gene-2.9	0
maker-ptg000014l-augustus-gene-3.29	1700
maker-ptg000014l-augustus-gene-4.131	472
maker-ptg000014l-augustus-gene-4.162	201
maker-ptg000014l-augustus-gene-4.186	71
maker-ptg000014l-augustus-gene-5.10	0
maker-ptg000014l-augustus-gene-6.0	41
maker-ptg000014l-augustus-gene-7.1	138
maker-ptg000014l-augustus-gene-7.16	0
maker-ptg000014l-augustus-gene-7.18	0
maker-ptg000014l-augustus-gene-7.20	154
maker-ptg000014l-augustus-gene-7.5	0
maker-ptg000014l-augustus-gene-7.53	117
maker-ptg000014l-augustus-gene-7.61	87
maker-ptg000014l-augustus-gene-7.77	1331
maker-ptg000014l-est_gff_est2genome-gene-0.0	0
maker-ptg000014l-est_gff_est2genome-gene-7.191	0
maker-ptg000014l-snap-gene-1.15	2636
maker-ptg000014l-snap-gene-1.16	0
maker-ptg000014l-snap-gene-1.18	0
maker-ptg000014l-snap-gene-1.19	0
maker-ptg000014l-snap-gene-3.18	629
maker-ptg000014l-snap-gene-4.37	5636
maker-ptg000014l-snap-gene-4.48	582
maker-ptg000014l-snap-gene-4.53	16
maker-ptg000014l-snap-gene-4.57	182
maker-ptg000014l-snap-gene-4.62	52
maker-ptg000014l-snap-gene-4.64	4
maker-ptg000014l-snap-gene-4.70	492
maker-ptg000014l-snap-gene-4.73	12
maker-ptg000014l-snap-gene-4.85	1066
maker-ptg000014l-snap-gene-4.87	7
maker-ptg000014l-snap-gene-4.94	0
maker-ptg000014l-snap-gene-4.96	989
maker-ptg000014l-snap-gene-5.1	7
maker-ptg000014l-snap-gene-6.18	955
maker-ptg000014l-snap-gene-6.19	11
maker-ptg000014l-snap-gene-6.26	1
maker-ptg000014l-snap-gene-6.27	0
maker-ptg000014l-snap-gene-6.29	5
maker-ptg000014l-snap-gene-6.34	1145
maker-ptg000014l-snap-gene-7.105	154
maker-ptg000014l-snap-gene-7.111	0
maker-ptg000014l-snap-gene-7.118	459
maker-ptg000014l-snap-gene-7.119	12
maker-ptg000014l-snap-gene-7.124	373
maker-ptg000014l-snap-gene-7.137	3822
maker-ptg000014l-snap-gene-7.139	9686
maker-ptg000014l-snap-gene-7.143	1
maker-ptg000014l-snap-gene-7.144	0
maker-ptg000014l-snap-gene-7.153	980
maker-ptg000014l-snap-gene-7.162	893
maker-ptg000014l-snap-gene-7.169	1457
maker-ptg000014l-snap-gene-7.84	0
maker-ptg000014l-snap-gene-7.88	153
maker-ptg000015l-augustus-gene-3.5	0
maker-ptg000015l-augustus-gene-4.13	0
maker-ptg000015l-augustus-gene-4.16	0
maker-ptg000015l-augustus-gene-4.18	0
maker-ptg000015l-augustus-gene-4.9	0
maker-ptg000015l-augustus-gene-5.11	0
maker-ptg000015l-augustus-gene-5.9	3
maker-ptg000015l-augustus-gene-7.0	1
maker-ptg000015l-augustus-gene-7.2	19
maker-ptg000015l-est_gff_est2genome-gene-0.3	0
maker-ptg000015l-est_gff_est2genome-gene-1.4	0
maker-ptg000015l-est_gff_est2genome-gene-3.4	0
maker-ptg000015l-est_gff_est2genome-gene-4.6	0
maker-ptg000015l-est_gff_est2genome-gene-5.14	0
maker-ptg000015l-est_gff_est2genome-gene-5.15	0
maker-ptg000015l-est_gff_est2genome-gene-6.4	0
maker-ptg000015l-est_gff_est2genome-gene-7.7	0
maker-ptg000015l-est_gff_est2genome-gene-7.8	0
maker-ptg000015l-snap-gene-2.2	0
maker-ptg000015l-snap-gene-2.3	1
maker-ptg000015l-snap-gene-2.4	0
maker-ptg000015l-snap-gene-4.39	0
maker-ptg000015l-snap-gene-4.41	0
maker-ptg000015l-snap-gene-4.43	0
maker-ptg000015l-snap-gene-4.48	0
maker-ptg000015l-snap-gene-5.0	0
maker-ptg000015l-snap-gene-8.19	337
maker-ptg000015l-snap-gene-8.37	2
maker-ptg000015l-snap-gene-8.40	440
maker-ptg000015l-snap-gene-8.43	603
maker-ptg000015l-snap-gene-8.44	3858
maker-ptg000016l-augustus-gene-11.34	555
maker-ptg000016l-augustus-gene-14.0	103
maker-ptg000016l-augustus-gene-16.8	336
maker-ptg000016l-augustus-gene-17.2	0
maker-ptg000016l-augustus-gene-18.5	434
maker-ptg000016l-augustus-gene-18.8	4
maker-ptg000016l-augustus-gene-2.27	14
maker-ptg000016l-augustus-gene-2.36	375
maker-ptg000016l-augustus-gene-2.38	174
maker-ptg000016l-augustus-gene-2.41	6
maker-ptg000016l-augustus-gene-2.45	16
maker-ptg000016l-augustus-gene-21.5	0
maker-ptg000016l-augustus-gene-23.5	16
maker-ptg000016l-augustus-gene-24.29	5
maker-ptg000016l-augustus-gene-26.19	1274
maker-ptg000016l-augustus-gene-27.19	1077
maker-ptg000016l-augustus-gene-28.10	1986
maker-ptg000016l-augustus-gene-3.12	1
maker-ptg000016l-augustus-gene-30.6	0
maker-ptg000016l-augustus-gene-31.19	111
maker-ptg000016l-augustus-gene-32.21	509
maker-ptg000016l-augustus-gene-33.5	24
maker-ptg000016l-augustus-gene-34.13	4740
maker-ptg000016l-augustus-gene-34.25	651
maker-ptg000016l-augustus-gene-45.38	807
maker-ptg000016l-augustus-gene-45.46	251
maker-ptg000016l-augustus-gene-46.3	1967
maker-ptg000016l-augustus-gene-47.5	372
maker-ptg000016l-augustus-gene-49.35	1531
maker-ptg000016l-augustus-gene-51.33	31
maker-ptg000016l-augustus-gene-51.35	61
maker-ptg000016l-augustus-gene-51.37	350
maker-ptg000016l-augustus-gene-51.41	4669
maker-ptg000016l-augustus-gene-51.54	190
maker-ptg000016l-augustus-gene-51.64	15667
maker-ptg000016l-augustus-gene-54.60	1579
maker-ptg000016l-augustus-gene-8.0	3
maker-ptg000016l-augustus-gene-8.1	3
maker-ptg000016l-est_gff_est2genome-gene-10.0	0
maker-ptg000016l-est_gff_est2genome-gene-13.21	0
maker-ptg000016l-est_gff_est2genome-gene-17.1	0
maker-ptg000016l-est_gff_est2genome-gene-2.57	0
maker-ptg000016l-est_gff_est2genome-gene-20.11	4
maker-ptg000016l-est_gff_est2genome-gene-23.0	0
maker-ptg000016l-est_gff_est2genome-gene-24.47	0
maker-ptg000016l-est_gff_est2genome-gene-26.5	0
maker-ptg000016l-est_gff_est2genome-gene-26.6	0
maker-ptg000016l-est_gff_est2genome-gene-28.3	0
maker-ptg000016l-est_gff_est2genome-gene-28.4	0
maker-ptg000016l-est_gff_est2genome-gene-28.6	217
maker-ptg000016l-est_gff_est2genome-gene-28.7	297
maker-ptg000016l-est_gff_est2genome-gene-31.8	0
maker-ptg000016l-est_gff_est2genome-gene-33.0	117
maker-ptg000016l-est_gff_est2genome-gene-38.2	0
maker-ptg000016l-est_gff_est2genome-gene-39.3	0
maker-ptg000016l-est_gff_est2genome-gene-42.0	0
maker-ptg000016l-est_gff_est2genome-gene-42.2	0
maker-ptg000016l-est_gff_est2genome-gene-49.64	12
maker-ptg000016l-est_gff_est2genome-gene-49.66	0
maker-ptg000016l-est_gff_est2genome-gene-50.4	5
maker-ptg000016l-est_gff_est2genome-gene-50.5	8
maker-ptg000016l-est_gff_est2genome-gene-51.12	66
maker-ptg000016l-est_gff_est2genome-gene-51.28	0
maker-ptg000016l-est_gff_est2genome-gene-52.12	216
maker-ptg000016l-est_gff_est2genome-gene-55.16	5
maker-ptg000016l-est_gff_est2genome-gene-55.23	15
maker-ptg000016l-snap-gene-0.0	0
maker-ptg000016l-snap-gene-1.7	32
maker-ptg000016l-snap-gene-11.15	279
maker-ptg000016l-snap-gene-11.25	4
maker-ptg000016l-snap-gene-11.30	0
maker-ptg000016l-snap-gene-12.19	10
maker-ptg000016l-snap-gene-12.22	1502
maker-ptg000016l-snap-gene-12.29	6
maker-ptg000016l-snap-gene-13.0	103
maker-ptg000016l-snap-gene-13.5	7549
maker-ptg000016l-snap-gene-16.35	0
maker-ptg000016l-snap-gene-16.38	5
maker-ptg000016l-snap-gene-19.0	0
maker-ptg000016l-snap-gene-19.2	0
maker-ptg000016l-snap-gene-2.11	239
maker-ptg000016l-snap-gene-2.17	86
maker-ptg000016l-snap-gene-2.5	11
maker-ptg000016l-snap-gene-2.8	1
maker-ptg000016l-snap-gene-20.0	0
maker-ptg000016l-snap-gene-20.1	8
maker-ptg000016l-snap-gene-20.4	26
maker-ptg000016l-snap-gene-21.3	0
maker-ptg000016l-snap-gene-23.9	1
maker-ptg000016l-snap-gene-24.0	0
maker-ptg000016l-snap-gene-24.20	0
maker-ptg000016l-snap-gene-24.3	0
maker-ptg000016l-snap-gene-24.5	23
maker-ptg000016l-snap-gene-24.9	0
maker-ptg000016l-snap-gene-26.22	372
maker-ptg000016l-snap-gene-26.23	2033
maker-ptg000016l-snap-gene-27.10	35
maker-ptg000016l-snap-gene-28.19	1
maker-ptg000016l-snap-gene-30.14	874
maker-ptg000016l-snap-gene-31.37	22
maker-ptg000016l-snap-gene-31.39	213
maker-ptg000016l-snap-gene-31.47	981
maker-ptg000016l-snap-gene-31.70	537
maker-ptg000016l-snap-gene-32.0	495
maker-ptg000016l-snap-gene-32.10	321
maker-ptg000016l-snap-gene-32.3	208
maker-ptg000016l-snap-gene-32.5	128
maker-ptg000016l-snap-gene-34.6	23
maker-ptg000016l-snap-gene-35.12	472
maker-ptg000016l-snap-gene-35.13	745
maker-ptg000016l-snap-gene-35.22	0
maker-ptg000016l-snap-gene-37.0	0
maker-ptg000016l-snap-gene-38.3	0
maker-ptg000016l-snap-gene-39.0	2
maker-ptg000016l-snap-gene-40.1	0
maker-ptg000016l-snap-gene-42.5	136
maker-ptg000016l-snap-gene-44.6	592
maker-ptg000016l-snap-gene-46.15	4
maker-ptg000016l-snap-gene-46.23	212
maker-ptg000016l-snap-gene-46.28	398
